ProductID,ProductName,Category,SubCategory,Brand,UnitOfMeasure,UnitPrice,CostPrice,SupplierID,LaunchDate,IsActive
PRD-00204,Tyson Cakes Family 674g,Bakery,Cakes,Tyson,Gram,57.18,42.28,SUP-032,2021-09-07,0
PRD-00205,Doritos Cakes Family 630g,Bakery,Cakes,Doritos,Pack,113.75,84.61,SUP-004,2020-01-04,1
PRD-00206,Al Karamah Cakes 573g,Bakery,Cakes,Al Karamah,Pack,67.56,49.9,SUP-020,2023-12-07,0
PRD-00207,Al Faisaliah Arabic Sweets Value 183g,Bakery,Arabic Sweets,Al Faisaliah,Can,92.24,51.04,SUP-022,2024-07-06,0
PRD-00208,Snickers Arabic Sweets Small 436g,Bakery,Arabic Sweets,Snickers,Pack,137.6,100.68,SUP-051,2020-04-24,1
PRD-00209,Mazola Arabic Sweets Family 635g,Bakery,Arabic Sweets,Mazola,Liter,114.68,88.98,SUP-007,2018-12-06,1
PRD-00210,Danone Arabic Sweets Premium 314g,Bakery,Arabic Sweets,Danone,Gram,34.6,25.01,SUP-035,2019-04-13,1
PRD-00211,Al Watania Arabic Sweets Value 954g,Bakery,Arabic Sweets,Al Watania,Pack,38.75,23.76,SUP-022,2024-06-19,1
PRD-00212,Logitech Arabic Sweets 772g,Bakery,Arabic Sweets,Logitech,Box,123.61,91.68,SUP-029,2023-04-01,0
PRD-00213,Nadec Arabic Sweets Family 673g,Bakery,Arabic Sweets,Nadec,Liter,57.13,43.57,SUP-038,2020-04-30,1
PRD-00214,Huggies Arabic Sweets Classic 743g,Bakery,Arabic Sweets,Huggies,Gram,118.92,85.77,SUP-035,2018-03-26,1
PRD-00215,Activia Arabic Sweets Organic 299g,Bakery,Arabic Sweets,Activia,Box,4.25,3,SUP-002,2019-05-13,1
PRD-00216,Al Watania Arabic Sweets 181g,Bakery,Arabic Sweets,Al Watania,Each,38.07,23.12,SUP-035,2019-05-30,0
PRD-00217,Al Ghurair Arabic Sweets Organic 457g,Bakery,Arabic Sweets,Al Ghurair,Pack,47.84,28.99,SUP-028,2018-06-23,0
PRD-00218,Nadec Arabic Sweets Organic 946g,Bakery,Arabic Sweets,Nadec,Pack,104.29,77.88,SUP-046,2019-05-19,1
PRD-00219,Kit Kat Arabic Sweets Family 406g,Bakery,Arabic Sweets,Kit Kat,Bottle,50.84,36.32,SUP-014,2022-06-29,1
PRD-00220,Pilot Arabic Sweets Gold 608g,Bakery,Arabic Sweets,Pilot,Bottle,53.13,33.85,SUP-026,2019-07-27,1
PRD-00221,Red Bull Chips Gold 837g,Snacks & Confectionery,Chips,Red Bull,Liter,104.31,71.01,SUP-014,2021-12-17,1
PRD-00222,Pampers Chips Premium 741g,Snacks & Confectionery,Chips,Pampers,Gram,93.76,63.31,SUP-049,2022-10-29,1
PRD-00223,Pringles Chips Small 561g,Snacks & Confectionery,Chips,Pringles,Bottle,95.85,54.61,SUP-022,2022-04-30,1
PRD-00224,Nescafe Chips 290g,Snacks & Confectionery,Chips,Nescafe,Gram,88.76,55.9,SUP-008,2019-02-19,1
PRD-00225,Kit Kat Chips 143g,Snacks & Confectionery,Chips,Kit Kat,Box,38.8,28.82,SUP-016,2023-04-16,1
PRD-00226,Pepsi Chips Family 657g,Snacks & Confectionery,Chips,Pepsi,Liter,69.9,54.47,SUP-042,2022-03-30,1
PRD-00227,Almarai Chips Large 402g,Snacks & Confectionery,Chips,Almarai,Box,53.11,35.58,SUP-025,2020-11-10,1
PRD-00228,Al Karamah Chips Natural 178g,Snacks & Confectionery,Chips,Al Karamah,Each,123.01,92.93,SUP-040,2023-03-07,1
PRD-00229,Al Faisaliah Chips Organic 648g,Snacks & Confectionery,Chips,Al Faisaliah,KG,134.02,86.34,SUP-017,2018-06-25,1
PRD-00230,Al Foah Chips Gold 659g,Snacks & Confectionery,Chips,Al Foah,Each,8.03,4.67,SUP-014,2018-02-03,1
PRD-00231,Mazola Chocolate Natural 237g,Snacks & Confectionery,Chocolate,Mazola,Pack,64.41,39.33,SUP-017,2025-08-02,1
PRD-00232,Quaker Chocolate 335g,Snacks & Confectionery,Chocolate,Quaker,Gram,19.62,14.38,SUP-002,2024-06-14,1
PRD-00233,Al Watania Chocolate Natural 607g,Snacks & Confectionery,Chocolate,Al Watania,Liter,120.1,73.24,SUP-049,2025-05-24,0
PRD-00234,Al Faisaliah Chocolate Premium 683g,Snacks & Confectionery,Chocolate,Al Faisaliah,Box,144.87,85.45,SUP-035,2021-02-13,0
PRD-00235,Al Jazira Chocolate Small 992g,Snacks & Confectionery,Chocolate,Al Jazira,Gram,69.52,50.3,SUP-023,2019-04-04,1
PRD-00236,Samsung Chocolate Organic 650g,Snacks & Confectionery,Chocolate,Samsung,Can,125.14,72.74,SUP-032,2019-05-20,1
PRD-00237,Cadbury Chocolate Premium 757g,Snacks & Confectionery,Chocolate,Cadbury,Liter,133.52,98.19,SUP-036,2019-05-06,1
PRD-00238,Alpro Chocolate Small 894g,Snacks & Confectionery,Chocolate,Alpro,Each,59.1,35.27,SUP-014,2024-08-16,0
PRD-00239,Alpro Chocolate Classic 619g,Snacks & Confectionery,Chocolate,Alpro,Can,79.6,47.54,SUP-031,2022-12-21,1
PRD-00240,Al Jazira Chocolate Large 319g,Snacks & Confectionery,Chocolate,Al Jazira,Liter,35.31,21.73,SUP-031,2023-01-16,1
PRD-00241,Samsung Chocolate Large 834g,Snacks & Confectionery,Chocolate,Samsung,Each,39.53,27.24,SUP-040,2019-04-07,1
PRD-00242,Coca Cola Chocolate Natural 123g,Snacks & Confectionery,Chocolate,Coca Cola,Box,78.12,52.76,SUP-026,2019-06-30,1
PRD-00243,Colgate Candy Premium 368g,Snacks & Confectionery,Candy,Colgate,Pack,27.11,19,SUP-011,2020-08-10,1
PRD-00244,Al Rajhi Candy Organic 561g,Snacks & Confectionery,Candy,Al Rajhi,Can,7.64,4.44,SUP-018,2021-02-18,1
PRD-00245,Saudi Dairy Candy Value 806g,Snacks & Confectionery,Candy,Saudi Dairy,KG,10.85,6.22,SUP-014,2019-10-16,1
PRD-00246,Pringles Candy Large 960g,Snacks & Confectionery,Candy,Pringles,Pack,149.68,84.37,SUP-031,2024-11-28,1
PRD-00247,KDD Candy Family 247g,Snacks & Confectionery,Candy,KDD,KG,143.33,96.76,SUP-030,2018-04-26,0
PRD-00248,Danone Candy Value 254g,Snacks & Confectionery,Candy,Danone,Liter,110.97,86.12,SUP-037,2022-07-25,1
PRD-00249,Pepsi Candy Classic 607g,Snacks & Confectionery,Candy,Pepsi,KG,28.67,21,SUP-012,2021-04-01,1
PRD-00250,Lipton Candy Large 276g,Snacks & Confectionery,Candy,Lipton,Liter,125.28,71.78,SUP-035,2024-12-22,1
PRD-00251,Al Safi Candy Natural 638g,Snacks & Confectionery,Candy,Al Safi,Liter,30.88,17.69,SUP-025,2020-05-31,1
PRD-00252,Al Ghurair Candy Gold 508g,Snacks & Confectionery,Candy,Al Ghurair,Can,4.27,3.03,SUP-011,2018-08-18,1
PRD-00253,Dettol Candy 443g,Snacks & Confectionery,Candy,Dettol,Bottle,7.68,4.91,SUP-052,2022-08-24,1
PRD-00254,Al Karamah Candy Large 519g,Snacks & Confectionery,Candy,Al Karamah,Each,86.76,47.92,SUP-030,2023-05-03,0
PRD-00255,Oreo Candy Classic 606g,Snacks & Confectionery,Candy,Oreo,Bottle,6.93,4.03,SUP-052,2024-04-25,1
PRD-00256,Saudi Dairy Candy Large 730g,Snacks & Confectionery,Candy,Saudi Dairy,Can,120.28,68.63,SUP-049,2018-05-22,1
PRD-00257,Dasani Candy Classic 309g,Snacks & Confectionery,Candy,Dasani,Liter,26.14,17.78,SUP-048,2023-09-18,1
PRD-00258,Logitech Candy Natural 607g,Snacks & Confectionery,Candy,Logitech,Box,13.65,8.09,SUP-002,2020-11-05,1
PRD-00259,Activia Nuts & Seeds Classic 607g,Snacks & Confectionery,Nuts & Seeds,Activia,Pack,62.61,42.64,SUP-036,2018-10-08,1
PRD-00260,Samsung Nuts & Seeds Small 413g,Snacks & Confectionery,Nuts & Seeds,Samsung,Bottle,3.43,2.21,SUP-010,2020-07-12,1
PRD-00261,Kit Kat Nuts & Seeds Family 288g,Snacks & Confectionery,Nuts & Seeds,Kit Kat,Gram,128.88,75.16,SUP-042,2022-06-16,1
PRD-00262,Aquafina Nuts & Seeds Large 701g,Snacks & Confectionery,Nuts & Seeds,Aquafina,KG,52.99,38.35,SUP-010,2025-06-14,1
PRD-00263,Tyson Nuts & Seeds Value 916g,Snacks & Confectionery,Nuts & Seeds,Tyson,Can,42.56,32.05,SUP-025,2024-12-02,1
PRD-00264,Red Bull Nuts & Seeds Natural 756g,Snacks & Confectionery,Nuts & Seeds,Red Bull,Gram,101.97,63.49,SUP-015,2019-06-19,1
PRD-00265,Johnson & Johnson Nuts & Seeds Value 717g,Snacks & Confectionery,Nuts & Seeds,Johnson & Johnson,KG,14.14,10.12,SUP-002,2025-08-05,1
PRD-00266,Cadbury Nuts & Seeds Organic 698g,Snacks & Confectionery,Nuts & Seeds,Cadbury,Gram,142.33,81.95,SUP-003,2019-06-23,1
PRD-00267,KDD Nuts & Seeds Classic 427g,Snacks & Confectionery,Nuts & Seeds,KDD,Pack,87.31,51.45,SUP-028,2024-01-23,1
PRD-00268,Alpro Nuts & Seeds 921g,Snacks & Confectionery,Nuts & Seeds,Alpro,Liter,106.21,64.65,SUP-036,2022-10-19,0
PRD-00269,Tamimi Nuts & Seeds Large 574g,Snacks & Confectionery,Nuts & Seeds,Tamimi,Liter,64.64,50.41,SUP-001,2023-08-11,0
PRD-00270,Cadbury Nuts & Seeds Small 124g,Snacks & Confectionery,Nuts & Seeds,Cadbury,Bottle,48.51,31.57,SUP-043,2024-04-02,1
PRD-00271,Al Watania Nuts & Seeds Premium 602g,Snacks & Confectionery,Nuts & Seeds,Al Watania,KG,18.66,12.92,SUP-037,2019-06-20,1
PRD-00272,Nestle Nuts & Seeds Premium 513g,Snacks & Confectionery,Nuts & Seeds,Nestle,Bottle,46.86,30.01,SUP-047,2025-01-05,1
PRD-00273,Samsung Nuts & Seeds Organic 335g,Snacks & Confectionery,Nuts & Seeds,Samsung,KG,31.61,21.31,SUP-033,2022-11-26,1
PRD-00274,Kellogg's Nuts & Seeds Premium 616g,Snacks & Confectionery,Nuts & Seeds,Kellogg's,Box,141.82,81.83,SUP-037,2023-12-02,1
PRD-00275,Cadbury Biscuits Family 831g,Snacks & Confectionery,Biscuits,Cadbury,Each,66.17,38.95,SUP-011,2020-03-27,1
PRD-00276,Tamimi Biscuits Family 987g,Snacks & Confectionery,Biscuits,Tamimi,Each,140.97,89.18,SUP-022,2018-01-07,1
PRD-00277,Alpro Biscuits Premium 121g,Snacks & Confectionery,Biscuits,Alpro,Each,34.63,23.42,SUP-025,2020-10-15,1
PRD-00278,Activia Biscuits Natural 564g,Snacks & Confectionery,Biscuits,Activia,Bottle,107.86,74.05,SUP-040,2018-01-20,1
PRD-00279,Al Osra Biscuits 192g,Snacks & Confectionery,Biscuits,Al Osra,Pack,79.36,48.25,SUP-026,2018-01-11,1
PRD-00280,Tyson Biscuits Classic 493g,Snacks & Confectionery,Biscuits,Tyson,Box,143.35,105.89,SUP-009,2023-07-19,1
PRD-00281,Staedtler Biscuits 789g,Snacks & Confectionery,Biscuits,Staedtler,Can,69.87,50.32,SUP-040,2018-07-03,1
PRD-00282,Almarai Biscuits Organic 407g,Snacks & Confectionery,Biscuits,Almarai,Pack,82.41,63.2,SUP-036,2022-10-08,1
PRD-00283,Lipton Biscuits Premium 151g,Snacks & Confectionery,Biscuits,Lipton,Each,59.8,45.56,SUP-038,2023-10-11,1
PRD-00284,Tamimi Biscuits Natural 221g,Snacks & Confectionery,Biscuits,Tamimi,Pack,34.82,24.94,SUP-016,2022-12-31,1
PRD-00285,Staedtler Biscuits Classic 425g,Snacks & Confectionery,Biscuits,Staedtler,Pack,16.68,11.71,SUP-036,2025-03-30,1
PRD-00286,Carrefour Biscuits Gold 244g,Snacks & Confectionery,Biscuits,Carrefour,KG,40.72,23.8,SUP-002,2020-02-14,1
PRD-00287,Pampers Biscuits Premium 170g,Snacks & Confectionery,Biscuits,Pampers,Gram,127.56,76.13,SUP-049,2020-09-06,1
PRD-00288,Johnson & Johnson Biscuits Value 429g,Snacks & Confectionery,Biscuits,Johnson & Johnson,Liter,63.14,48.43,SUP-039,2024-09-12,1
PRD-00289,Kit Kat Biscuits Small 983g,Snacks & Confectionery,Biscuits,Kit Kat,Liter,88.35,57.37,SUP-010,2018-08-08,1
PRD-00290,Nadec Biscuits Small 759g,Snacks & Confectionery,Biscuits,Nadec,Each,83.7,61.63,SUP-046,2024-01-18,1
PRD-00291,Carrefour Biscuits Family 768g,Snacks & Confectionery,Biscuits,Carrefour,Bottle,77.28,51.63,SUP-039,2021-03-29,1
PRD-00292,Aquafina Biscuits Natural 244g,Snacks & Confectionery,Biscuits,Aquafina,Each,144.24,96.94,SUP-033,2018-10-14,1
PRD-00293,Carrefour Frozen Vegetables Family 578g,Frozen Foods,Frozen Vegetables,Carrefour,Bottle,50.4,36.87,SUP-023,2025-02-22,1
PRD-00294,Johnson & Johnson Frozen Vegetables Large 452g,Frozen Foods,Frozen Vegetables,Johnson & Johnson,Can,48.46,26.85,SUP-019,2018-12-24,1
PRD-00295,Al Rajhi Frozen Vegetables Gold 242g,Frozen Foods,Frozen Vegetables,Al Rajhi,Gram,16.47,9.46,SUP-008,2022-09-11,1
PRD-00296,Al Faisaliah Frozen Vegetables Organic 454g,Frozen Foods,Frozen Vegetables,Al Faisaliah,Each,28.56,17.59,SUP-026,2019-04-14,1
PRD-00297,Nadec Frozen Vegetables Family 324g,Frozen Foods,Frozen Vegetables,Nadec,Each,71.04,43.39,SUP-027,2018-04-07,1
PRD-00298,Lusine Frozen Vegetables Large 634g,Frozen Foods,Frozen Vegetables,Lusine,Box,21.35,13.99,SUP-002,2019-01-03,1
PRD-00299,Coca Cola Frozen Vegetables Family 681g,Frozen Foods,Frozen Vegetables,Coca Cola,Liter,147.58,83.5,SUP-006,2019-05-28,1
PRD-00300,Binzagr Frozen Vegetables Gold 832g,Frozen Foods,Frozen Vegetables,Binzagr,Gram,135.91,75.11,SUP-048,2022-10-25,1
PRD-00301,Alpro Frozen Vegetables Small 419g,Frozen Foods,Frozen Vegetables,Alpro,Liter,50.45,36.16,SUP-020,2025-05-07,1
PRD-00302,Pilot Frozen Vegetables Value 529g,Frozen Foods,Frozen Vegetables,Pilot,Bottle,23.79,17.75,SUP-020,2022-04-18,1
PRD-00303,KDD Frozen Vegetables Organic 342g,Frozen Foods,Frozen Vegetables,KDD,Each,94.25,59.77,SUP-047,2025-01-07,1
PRD-00304,Danone Frozen Vegetables Family 365g,Frozen Foods,Frozen Vegetables,Danone,Bottle,48.1,30.32,SUP-027,2018-12-07,1
PRD-00305,Johnson & Johnson Frozen Vegetables Family 425g,Frozen Foods,Frozen Vegetables,Johnson & Johnson,Pack,81.38,58.79,SUP-009,2023-02-23,1
PRD-00306,P&G Frozen Vegetables Premium 621g,Frozen Foods,Frozen Vegetables,P&G,Liter,69.33,51.64,SUP-046,2022-05-06,1
PRD-00307,Staedtler Frozen Vegetables Natural 256g,Frozen Foods,Frozen Vegetables,Staedtler,Box,105.57,64.77,SUP-005,2024-12-20,1
PRD-00308,Logitech Frozen Vegetables Gold 552g,Frozen Foods,Frozen Vegetables,Logitech,KG,149.67,109.52,SUP-019,2023-04-23,1
PRD-00309,Al Muhaidib Frozen Meat Premium 754g,Frozen Foods,Frozen Meat,Al Muhaidib,Bottle,26.05,16.49,SUP-003,2022-08-18,1
PRD-00310,Pampers Frozen Meat Gold 679g,Frozen Foods,Frozen Meat,Pampers,Can,77.76,60.54,SUP-010,2019-05-30,1
PRD-00311,Oreo Frozen Meat Large 414g,Frozen Foods,Frozen Meat,Oreo,Each,129.95,80.66,SUP-027,2022-03-30,0
PRD-00312,Aquafina Frozen Meat Family 188g,Frozen Foods,Frozen Meat,Aquafina,Gram,142.25,104.1,SUP-028,2020-11-01,0
PRD-00313,Activia Frozen Meat Family 465g,Frozen Foods,Frozen Meat,Activia,KG,113.3,77.29,SUP-012,2018-03-12,1
PRD-00314,Al Muhaidib Frozen Meat Small 758g,Frozen Foods,Frozen Meat,Al Muhaidib,Pack,104.42,75.84,SUP-007,2025-07-09,0
PRD-00315,Mazola Frozen Meat Gold 663g,Frozen Foods,Frozen Meat,Mazola,Pack,116.68,78.43,SUP-030,2020-10-17,1
PRD-00316,Apple Frozen Meat Large 414g,Frozen Foods,Frozen Meat,Apple,Bottle,101.13,63.47,SUP-038,2021-03-23,0
PRD-00317,Anker Frozen Meat Family 841g,Frozen Foods,Frozen Meat,Anker,Pack,129.94,87.25,SUP-018,2024-07-31,1
PRD-00318,Al Rifai Frozen Meat Natural 514g,Frozen Foods,Frozen Meat,Al Rifai,KG,5.92,4.44,SUP-002,2021-11-23,1
PRD-00319,Al Safi Frozen Seafood Family 934g,Frozen Foods,Frozen Seafood,Al Safi,Gram,29.31,18.22,SUP-043,2021-02-16,1
PRD-00320,Pampers Frozen Seafood Large 983g,Frozen Foods,Frozen Seafood,Pampers,Each,109.62,63.28,SUP-026,2018-07-28,1
PRD-00321,Al Rajhi Frozen Seafood Gold 534g,Frozen Foods,Frozen Seafood,Al Rajhi,Each,112.24,83,SUP-016,2023-07-28,1
PRD-00322,KDD Frozen Seafood Gold 494g,Frozen Foods,Frozen Seafood,KDD,Each,107.75,83.73,SUP-013,2019-10-31,1
PRD-00323,Carrefour Frozen Seafood 557g,Frozen Foods,Frozen Seafood,Carrefour,Each,32.24,18.33,SUP-052,2021-02-04,1
PRD-00324,3M Frozen Seafood Small 586g,Frozen Foods,Frozen Seafood,3M,Pack,4.45,2.69,SUP-049,2023-07-27,1
PRD-00325,Tyson Frozen Seafood Gold 524g,Frozen Foods,Frozen Seafood,Tyson,Each,123.84,90.35,SUP-007,2025-01-25,1
PRD-00326,Logitech Frozen Seafood Organic 800g,Frozen Foods,Frozen Seafood,Logitech,Each,139.28,99.73,SUP-017,2019-02-08,0
PRD-00327,Binzagr Frozen Seafood Value 941g,Frozen Foods,Frozen Seafood,Binzagr,Gram,44.52,33.37,SUP-001,2025-01-19,1
PRD-00328,Al Karamah Frozen Seafood Value 448g,Frozen Foods,Frozen Seafood,Al Karamah,Bottle,32.89,20.64,SUP-011,2019-05-04,1
PRD-00329,Al Ghurair Frozen Seafood Gold 641g,Frozen Foods,Frozen Seafood,Al Ghurair,Can,138.59,92.88,SUP-001,2023-04-16,1
PRD-00330,Local Farm Ice Cream Large 579g,Frozen Foods,Ice Cream,Local Farm,Pack,114.67,88.01,SUP-007,2022-10-14,1
PRD-00331,Sadia Ice Cream Classic 897g,Frozen Foods,Ice Cream,Sadia,Can,104.31,80.78,SUP-010,2019-06-16,1
PRD-00332,Tamimi Ice Cream 748g,Frozen Foods,Ice Cream,Tamimi,Liter,90.37,54.93,SUP-032,2019-05-10,0
PRD-00333,Coca Cola Ice Cream Large 141g,Frozen Foods,Ice Cream,Coca Cola,Can,74.06,55.69,SUP-036,2019-03-11,1
PRD-00334,Pepsi Ice Cream Gold 115g,Frozen Foods,Ice Cream,Pepsi,Gram,120.24,87.82,SUP-030,2023-08-13,1
PRD-00335,Almarai Ice Cream Small 785g,Frozen Foods,Ice Cream,Almarai,KG,27.53,16.37,SUP-050,2019-07-07,1
PRD-00336,Logitech Ice Cream Family 266g,Frozen Foods,Ice Cream,Logitech,Pack,60.8,38.9,SUP-003,2022-04-24,0
PRD-00337,Al Muhaidib Ice Cream Gold 460g,Frozen Foods,Ice Cream,Al Muhaidib,Can,115.1,70.18,SUP-043,2023-04-18,1
PRD-00338,Unilever Ice Cream Organic 167g,Frozen Foods,Ice Cream,Unilever,Liter,120.62,83.53,SUP-008,2020-10-04,0
PRD-00339,Apple Ice Cream Organic 813g,Frozen Foods,Ice Cream,Apple,Box,147.43,84.12,SUP-004,2019-04-18,1
PRD-00340,Pilot Ice Cream Family 497g,Frozen Foods,Ice Cream,Pilot,Pack,46.48,25.61,SUP-001,2020-06-10,1
PRD-00341,Pringles Ice Cream Gold 885g,Frozen Foods,Ice Cream,Pringles,KG,9.35,7.06,SUP-011,2021-03-01,1
PRD-00342,Carrefour Ice Cream Classic 734g,Frozen Foods,Ice Cream,Carrefour,Bottle,112.84,77.06,SUP-019,2024-01-29,1
PRD-00343,Al Jazira Ice Cream Premium 110g,Frozen Foods,Ice Cream,Al Jazira,KG,12.23,9.29,SUP-048,2022-10-08,0
PRD-00344,Pampers Ice Cream Premium 423g,Frozen Foods,Ice Cream,Pampers,Bottle,121.9,68.36,SUP-007,2022-02-17,1
PRD-00345,Unilever Ice Cream Organic 881g,Frozen Foods,Ice Cream,Unilever,Liter,72.75,51.7,SUP-026,2020-09-30,1
PRD-00346,Al Muhaidib Ice Cream 983g,Frozen Foods,Ice Cream,Al Muhaidib,Gram,130.49,78.75,SUP-036,2019-01-07,1
PRD-00347,Almarai Ice Cream Classic 879g,Frozen Foods,Ice Cream,Almarai,KG,50.56,38.41,SUP-027,2020-11-29,1
PRD-00348,Mazola Ice Cream 906g,Frozen Foods,Ice Cream,Mazola,Liter,77.07,57.55,SUP-008,2021-08-03,1
PRD-00349,Nescafe Ice Cream Organic 862g,Frozen Foods,Ice Cream,Nescafe,Pack,83.89,48.78,SUP-050,2018-11-09,1
PRD-00350,Faber-Castell Ice Cream Classic 237g,Frozen Foods,Ice Cream,Faber-Castell,Bottle,75.17,51.58,SUP-049,2024-04-24,1
PRD-00351,Al Jazira Ice Cream Organic 365g,Frozen Foods,Ice Cream,Al Jazira,Box,17.02,10.83,SUP-041,2018-07-06,0
PRD-00352,Dasani Ready Meals Natural 119g,Frozen Foods,Ready Meals,Dasani,Box,35.99,22.24,SUP-019,2022-11-18,1
PRD-00353,Dettol Ready Meals Value 579g,Frozen Foods,Ready Meals,Dettol,Box,43.83,24.48,SUP-005,2022-12-14,1
PRD-00354,Saudi Dairy Ready Meals Premium 946g,Frozen Foods,Ready Meals,Saudi Dairy,Can,70.45,40.73,SUP-025,2020-12-15,1
PRD-00355,Al Rifai Ready Meals Large 592g,Frozen Foods,Ready Meals,Al Rifai,Each,149.25,89.52,SUP-032,2021-07-26,1
PRD-00356,Monster Ready Meals Family 552g,Frozen Foods,Ready Meals,Monster,KG,80.69,59.62,SUP-020,2023-08-24,1
PRD-00357,Hyper Panda Ready Meals Family 492g,Frozen Foods,Ready Meals,Hyper Panda,Each,70.21,41.23,SUP-012,2021-09-23,1
PRD-00358,Dettol Ready Meals Gold 512g,Frozen Foods,Ready Meals,Dettol,Box,113.38,85.66,SUP-012,2024-03-23,0
PRD-00359,Samsung Ready Meals Premium 559g,Frozen Foods,Ready Meals,Samsung,Liter,46.79,30.35,SUP-009,2018-02-12,1
PRD-00360,Binzagr Ready Meals Large 247g,Frozen Foods,Ready Meals,Binzagr,Can,134.12,102.94,SUP-046,2020-04-25,1
PRD-00361,Red Bull Ready Meals Natural 587g,Frozen Foods,Ready Meals,Red Bull,Liter,109.68,77.77,SUP-023,2024-10-08,1
PRD-00362,Red Bull Ready Meals Natural 839g,Frozen Foods,Ready Meals,Red Bull,Can,134.23,92.58,SUP-027,2025-07-14,1
PRD-00363,Pampers Ready Meals Gold 502g,Frozen Foods,Ready Meals,Pampers,Bottle,41.33,24.41,SUP-045,2021-10-02,1
PRD-00364,Dettol Ready Meals Premium 455g,Frozen Foods,Ready Meals,Dettol,Each,37.21,26.35,SUP-039,2019-08-17,1
PRD-00365,Coca Cola Ready Meals Classic 435g,Frozen Foods,Ready Meals,Coca Cola,Can,87.71,56.9,SUP-017,2018-02-06,1
PRD-00366,Coca Cola Ready Meals Organic 521g,Frozen Foods,Ready Meals,Coca Cola,Can,103.07,58.06,SUP-031,2023-08-11,0
PRD-00367,Logitech Ready Meals Organic 452g,Frozen Foods,Ready Meals,Logitech,KG,70.85,41.55,SUP-005,2024-07-31,1
PRD-00368,Nescafe Ready Meals Gold 365g,Frozen Foods,Ready Meals,Nescafe,Box,125.1,93.12,SUP-031,2020-05-10,1
PRD-00369,Activia Ready Meals Value 846g,Frozen Foods,Ready Meals,Activia,Bottle,126,74.52,SUP-046,2019-12-23,1
PRD-00370,3M Ready Meals Value 205g,Frozen Foods,Ready Meals,3M,Pack,97.41,70.64,SUP-030,2022-02-28,1
PRD-00371,Nestle Ready Meals Value 209g,Frozen Foods,Ready Meals,Nestle,Liter,92,54.08,SUP-050,2021-04-21,1
PRD-00372,Al Rajhi Ready Meals Organic 216g,Frozen Foods,Ready Meals,Al Rajhi,KG,132.75,81.2,SUP-036,2022-07-14,0
PRD-00373,Sadia Ready Meals Organic 279g,Frozen Foods,Ready Meals,Sadia,Pack,36.82,27.33,SUP-038,2018-02-02,1
PRD-00374,Pepsi Fruits Family 864g,Fresh Produce,Fruits,Pepsi,Liter,6.86,5.34,SUP-037,2024-03-01,1
PRD-00375,KDD Fruits Small 288g,Fresh Produce,Fruits,KDD,Liter,149.54,91.49,SUP-005,2018-09-06,1
PRD-00376,Al Rifai Fruits Classic 561g,Fresh Produce,Fruits,Al Rifai,Can,6.23,4.69,SUP-049,2018-03-21,1
PRD-00377,Pampers Fruits Natural 298g,Fresh Produce,Fruits,Pampers,Can,149.67,112.86,SUP-003,2021-11-03,1
PRD-00378,3M Fruits 303g,Fresh Produce,Fruits,3M,Bottle,7.35,4.35,SUP-030,2020-01-22,1
PRD-00379,Faber-Castell Fruits 329g,Fresh Produce,Fruits,Faber-Castell,Pack,43.75,32.75,SUP-029,2019-10-17,0
PRD-00380,Cadbury Fruits Natural 347g,Fresh Produce,Fruits,Cadbury,Each,117.92,79.5,SUP-037,2018-05-14,1
PRD-00381,Alpro Fruits Small 162g,Fresh Produce,Fruits,Alpro,Box,139.62,105.08,SUP-040,2024-11-14,0
PRD-00382,Oreo Fruits 324g,Fresh Produce,Fruits,Oreo,Bottle,18.54,10.74,SUP-045,2019-10-10,1
PRD-00383,Pepsi Fruits Classic 263g,Fresh Produce,Fruits,Pepsi,Pack,82.29,60.82,SUP-015,2021-11-26,1
PRD-00384,Snickers Fruits 936g,Fresh Produce,Fruits,Snickers,Liter,146.3,82.47,SUP-028,2022-09-16,1
PRD-00385,P&G Fruits Family 564g,Fresh Produce,Fruits,P&G,Box,97.77,66.21,SUP-020,2021-12-28,1
PRD-00386,Tyson Fruits 866g,Fresh Produce,Fruits,Tyson,Gram,74.66,41.46,SUP-047,2018-01-03,0
PRD-00387,Nestle Vegetables Premium 528g,Fresh Produce,Vegetables,Nestle,Can,46.95,36.55,SUP-049,2022-08-18,1
PRD-00388,Dasani Vegetables Premium 781g,Fresh Produce,Vegetables,Dasani,Pack,9.08,6.17,SUP-011,2024-09-03,1
PRD-00389,Dasani Vegetables Classic 480g,Fresh Produce,Vegetables,Dasani,KG,29.96,22.56,SUP-016,2024-12-13,1
PRD-00390,Cadbury Vegetables 135g,Fresh Produce,Vegetables,Cadbury,Bottle,40.71,24.01,SUP-011,2021-11-28,1
PRD-00391,Nescafe Vegetables Premium 271g,Fresh Produce,Vegetables,Nescafe,Bottle,32.93,20.82,SUP-003,2019-09-23,1
PRD-00392,Pilot Vegetables Organic 452g,Fresh Produce,Vegetables,Pilot,Each,98.67,56.84,SUP-047,2020-07-15,1
PRD-00393,Kit Kat Vegetables Premium 331g,Fresh Produce,Vegetables,Kit Kat,Liter,50.96,34.84,SUP-036,2024-04-13,1
PRD-00394,Carrefour Vegetables 298g,Fresh Produce,Vegetables,Carrefour,Bottle,118.05,70.16,SUP-011,2021-04-21,1
PRD-00395,P&G Vegetables 536g,Fresh Produce,Vegetables,P&G,Box,138.07,76.17,SUP-035,2018-04-20,1
